Timestamp,Attitude Roll,Attitude Pitch,Attitude Azimuth,Gravity X,Gravity Y,Gravity Z,Rotation Rate X,Rotation Rate Y,Rotation Rate Z,User Acceleration X,User Acceleration Y,User Acceleration Z
2024-06-11T16:54:14.013Z,-32.88,42.86,-149.67,-6.77,-3.96,6.13,24.89,-32.11,-3.42,2.18,-1.76,2.78
2024-06-11T16:54:14.029Z,-23.41,41.20,-155.58,-5.63,-2.56,5.90,10.61,-42.78,8.61,3.29,-0.38,2.46
2024-06-11T16:54:14.046Z,-18.97,71.14,-173.67,-8.38,-0.93,2.71,-0.01,-101.15,28.20,0.46,1.19,-0.96
2024-06-11T16:54:14.063Z,49.64,73.23,167.07,-13.22,3.03,2.58,9.02,-99.06,61.42,-4.45,5.05,-1.34
2024-06-11T16:54:14.078Z,48.34,67.22,162.58,-14.26,4.47,3.98,49.56,-8.61,76.32,-5.51,6.29,-0.07
2024-06-11T16:54:14.096Z,-15.69,55.31,-169.40,-9.17,-1.72,6.11,55.56,-12.58,67.91,-0.38,-0.20,2.03
2024-06-11T16:54:14.113Z,-44.62,36.81,-136.81,-4.98,-4.67,4.73,27.23,-40.34,65.45,3.80,-3.35,0.57
2024-06-11T16:54:14.129Z,-40.99,42.53,-144.43,-5.98,-4.28,4.92,7.40,4.01,61.22,2.79,-3.12,0.70
2024-06-11T16:54:14.146Z,-32.21,49.04,-155.16,-6.81,-3.15,5.00,-14.51,114.13,27.35,2.07,-2.13,0.97
2024-06-11T16:54:14.163Z,-29.12,54.95,-161.15,-7.66,-2.61,4.69,-13.35,130.76,-5.44,1.36,-1.61,0.97
2024-06-11T16:54:14.179Z,-26.32,70.05,-170.86,-7.78,-1.25,2.53,-4.79,61.75,-26.57,1.33,-0.19,-0.96
2024-06-11T16:54:14.195Z,-99.50,73.02,-163.24,-10.69,-3.22,-0.54,15.38,-26.77,4.50,-1.58,-2.12,-4.00
2024-06-11T16:54:14.212Z,-19.88,74.16,-174.49,-8.77,-0.85,2.34,26.63,-25.08,2.76,0.32,0.22,-1.19
2024-06-11T16:54:14.229Z,-3.68,64.21,-178.22,-6.63,-0.21,3.20,25.38,-17.16,-8.52,2.44,0.85,-0.39
2024-06-11T16:54:14.246Z,-13.69,54.34,-170.36,-7.51,-1.28,5.24,13.76,9.13,-16.86,1.55,-0.21,1.63
2024-06-11T16:54:14.261Z,-21.70,59.11,-167.53,-9.22,-2.04,5.13,0.98,18.75,-20.11,-0.15,-0.94,1.55
2024-06-11T16:54:14.278Z,-23.49,60.66,-167.37,-8.87,-1.99,4.57,-4.74,17.08,-34.44,0.20,-0.82,1.05
2024-06-11T16:54:14.296Z,-19.40,69.71,-173.00,-7.91,-0.97,2.76,-15.66,-11.20,-52.17,1.15,0.35,-0.76
2024-06-11T16:54:14.313Z,-42.03,79.43,-172.88,-11.63,-1.45,1.61,-43.78,-14.18,-39.38,-2.60,0.01,-1.93
2024-06-11T16:54:14.329Z,-57.83,78.37,-170.12,-12.42,-2.16,1.36,-55.07,-17.24,-33.87,-3.42,-0.57,-2.19
2024-06-11T16:54:14.346Z,-24.30,57.52,-165.32,-9.55,-2.50,5.54,-33.38,-17.35,-26.83,-0.59,-0.75,1.96
2024-06-11T16:54:14.363Z,-27.09,59.19,-164.81,-9.41,-2.55,4.99,-28.17,-1.81,-0.71,-0.46,-0.74,1.40
2024-06-11T16:54:14.379Z,-28.09,58.26,-163.76,-8.88,-2.59,4.85,-22.47,12.68,14.55,0.07,-0.77,1.28
2024-06-11T16:54:14.396Z,-33.64,65.71,-165.96,-8.81,-2.20,3.31,-14.09,0.82,21.43,0.17,-0.42,-0.22
2024-06-11T16:54:14.413Z,-37.34,70.41,-167.82,-9.43,-2.03,2.67,-6.72,-17.06,16.89,-0.45,-0.29,-0.88
2024-06-11T16:54:14.429Z,-17.50,74.96,-175.38,-8.90,-0.72,2.28,-11.91,-23.39,8.68,0.06,1.01,-1.31
2024-06-11T16:54:14.446Z,-37.66,70.16,-167.57,-9.12,-2.01,2.61,-14.93,-22.47,16.52,-0.18,-0.30,-1.04
2024-06-11T16:54:14.462Z,-56.26,54.75,-149.56,-10.11,-5.94,3.97,-18.07,-36.74,30.74,-1.19,-4.27,0.26
2024-06-11T16:54:14.479Z,-51.48,56.81,-152.90,-9.39,-4.81,3.83,-27.21,-54.40,25.89,-0.50,-3.18,0.02
2024-06-11T16:54:14.496Z,1.61,68.51,179.36,-7.87,0.09,3.10,-50.37,-49.61,3.73,0.95,1.72,-0.86
2024-06-11T16:54:14.513Z,25.50,60.07,166.08,-7.30,1.81,3.79,-42.16,-32.83,-14.95,1.48,3.51,-0.24
2024-06-11T16:54:14.529Z,3.09,58.60,178.11,-7.70,0.25,4.69,-28.78,-1.54,-24.32,1.05,2.04,0.64
2024-06-11T16:54:14.546Z,-17.76,56.83,-168.72,-8.31,-1.66,5.17,-19.09,11.24,-28.99,0.43,0.24,1.16
2024-06-11T16:54:14.562Z,-29.00,58.81,-163.64,-8.15,-2.39,4.32,-19.76,4.63,-32.23,0.58,-0.41,0.33
2024-06-11T16:54:14.579Z,-37.47,57.87,-159.09,-8.37,-3.20,4.17,-22.18,0.59,-20.38,0.35,-1.13,0.20
2024-06-11T16:54:14.596Z,-39.42,65.43,-163.81,-9.63,-2.79,3.40,-29.91,2.96,5.07,-0.91,-0.67,-0.55
2024-06-11T16:54:14.611Z,24.36,69.12,171.06,-8.37,1.32,2.91,-34.55,3.06,6.38,0.36,3.46,-1.01
2024-06-11T16:54:14.629Z,45.62,68.76,164.48,-8.76,2.43,2.38,-25.80,-1.21,0.14,-0.03,4.60,-1.52
2024-06-11T16:54:14.646Z,-20.60,63.83,-170.19,-9.34,-1.61,4.29,-7.46,11.39,5.44,-0.60,0.58,0.42
2024-06-11T16:54:14.663Z,-15.15,55.83,-169.94,-9.30,-1.65,6.10,11.14,175.84,9.01,-0.49,0.52,2.39
2024-06-11T16:54:14.679Z,-17.39,43.27,-162.39,-8.58,-2.72,8.70,16.70,212.06,-2.44,0.42,-0.58,5.45
2024-06-11T16:54:14.696Z,-29.81,67.72,-168.49,-10.52,-2.14,3.74,-17.27,173.34,16.01,-1.30,0.01,1.19
2024-06-11T16:54:14.713Z,-80.27,78.92,-169.07,-11.88,-2.29,0.39,-7.27,53.82,38.83,-2.57,-0.21,-1.87
2024-06-11T16:54:14.729Z,-59.37,75.68,-167.62,-9.84,-2.16,1.28,26.23,-23.16,24.16,-0.51,-0.17,-0.96
2024-06-11T16:54:14.745Z,-70.46,62.59,-153.95,-8.25,-4.03,1.43,5.91,-41.64,14.53,1.07,-2.09,-0.91
2024-06-11T16:54:14.763Z,-91.80,65.06,-155.07,-5.90,-2.74,-0.09,-18.12,-20.28,0.05,3.40,-0.83,-2.52
2024-06-11T16:54:14.779Z,-73.70,62.83,-153.78,-5.28,-2.60,0.76,-9.61,-2.54,-16.10,4.01,-0.65,-1.69
2024-06-11T16:54:14.796Z,-38.65,64.07,-163.11,-8.66,-2.63,3.29,-7.06,2.93,-2.92,0.63,-0.64,0.85
2024-06-11T16:54:14.812Z,-37.61,66.48,-165.13,-10.06,-2.67,3.47,-10.31,-7.06,4.48,-0.77,-0.68,1.03
2024-06-11T16:54:14.829Z,-31.66,71.38,-169.97,-9.62,-1.70,2.76,-8.30,-28.41,4.23,-0.34,0.29,0.28
2024-06-11T16:54:14.845Z,-6.87,74.73,-178.13,-8.66,-0.28,2.35,-5.00,-34.00,3.91,0.59,1.71,-0.23
2024-06-11T16:54:14.863Z,21.62,68.78,171.86,-11.80,1.69,4.26,3.99,-13.39,9.82,-2.57,3.64,1.58
2024-06-11T16:54:14.879Z,-13.75,63.01,-173.10,-8.55,-1.04,4.23,-9.42,55.69,-20.65,0.69,0.94,1.64
2024-06-11T16:54:14.896Z,-76.87,66.63,-157.18,-8.61,-3.62,0.85,-7.04,-9.24,-16.68,0.65,-1.58,-1.66
2024-06-11T16:54:14.912Z,-77.62,58.05,-148.65,-8.19,-4.99,1.10,-17.75,-50.01,-9.16,1.04,-2.90,-1.48
2024-06-11T16:54:14.929Z,-74.97,55.48,-146.41,-8.57,-5.69,1.53,-32.33,-76.43,3.75,0.61,-3.58,-1.19
2024-06-11T16:54:14.946Z,-63.11,58.19,-151.04,-9.18,-5.08,2.57,-48.82,-67.57,40.89,-0.05,-2.99,-0.35
2024-06-11T16:54:14.962Z,-49.50,64.29,-159.89,-9.46,-3.46,2.96,-52.18,-66.89,64.64,-0.36,-1.46,-0.10
2024-06-11T16:54:14.979Z,-54.49,67.18,-161.10,-10.15,-3.48,2.48,-50.92,-81.33,83.88,-1.08,-1.61,-0.72
2024-06-11T16:54:14.996Z,-55.98,68.85,-162.22,-10.87,-3.48,2.35,-44.98,-114.89,101.04,-1.85,-1.85,-1.13
2024-06-11T16:54:15.012Z,-46.52,64.29,-160.74,-11.41,-3.99,3.78,-44.01,-96.54,118.23,-2.45,-2.57,0.06
2024-06-11T16:54:15.029Z,-37.07,64.63,-164.05,-10.95,-3.13,4.14,-54.09,-43.70,129.79,-2.02,-1.96,0.27
2024-06-11T16:54:15.046Z,5.43,60.49,176.93,-7.18,0.38,4.04,-81.87,-0.31,65.11,1.77,1.32,0.13
2024-06-11T16:54:15.063Z,1.50,51.55,178.81,-4.59,0.10,3.64,-83.72,34.32,4.72,4.38,1.04,-0.20
2024-06-11T16:54:15.078Z,-17.45,56.16,-168.63,-7.35,-1.48,4.70,-72.46,42.26,-13.78,1.66,-0.44,0.97
2024-06-11T16:54:15.096Z,-10.52,64.89,-175.11,-8.48,-0.73,3.91,-63.85,23.60,-22.15,0.57,0.46,0.31
2024-06-11T16:54:15.113Z,18.57,57.07,168.35,-6.91,1.42,4.24,-44.85,10.86,-24.34,2.14,2.72,0.70
2024-06-11T16:54:15.129Z,5.38,51.32,175.70,-6.38,0.48,5.09,-9.70,17.90,-40.52,2.67,1.89,1.59
2024-06-11T16:54:15.146Z,42.77,61.86,160.04,-9.92,3.60,3.89,-9.74,-9.38,-19.07,-0.88,5.11,0.42
2024-06-11T16:54:15.163Z,10.99,63.23,174.51,-10.04,0.96,4.97,13.95,8.69,-46.98,-1.00,2.53,1.48
2024-06-11T16:54:15.179Z,-27.78,53.69,-161.09,-9.65,-3.31,6.27,53.61,21.57,-70.06,-0.63,-1.61,2.81
2024-06-11T16:54:15.196Z,-52.36,72.46,-165.95,-10.96,-2.74,2.12,53.82,6.75,-82.02,-1.98,-0.87,-1.33
2024-06-11T16:54:15.212Z,-32.45,70.26,-169.10,-11.28,-2.17,3.41,53.36,-8.83,-74.34,-2.33,-0.17,-0.06
2024-06-11T16:54:15.229Z,-36.69,60.43,-161.28,-9.61,-3.26,4.37,76.44,-31.36,-117.42,-0.73,-1.09,0.82
2024-06-11T16:54:15.246Z,-32.49,61.82,-163.95,-8.25,-2.37,3.73,89.14,-62.71,-146.60,0.51,0.03,0.02
2024-06-11T16:54:15.263Z,-29.24,66.16,-167.82,-8.31,-1.79,3.20,96.07,-70.48,-152.29,0.22,0.94,-0.80
2024-06-11T16:54:15.279Z,-38.56,57.88,-158.63,-8.78,-3.44,4.31,95.16,-61.03,-132.10,-0.44,-0.50,0.08
2024-06-11T16:54:15.296Z,-43.36,74.64,-169.32,-9.37,-1.77,1.87,26.71,6.10,-60.00,-1.18,1.38,-2.51
2024-06-11T16:54:15.313Z,-66.24,73.06,-164.42,-11.72,-3.27,1.44,-35.42,46.38,34.39,-3.51,-0.09,-2.88
2024-06-11T16:54:15.329Z,-59.48,70.37,-162.92,-11.13,-3.42,2.02,-72.86,63.04,90.51,-2.80,-0.32,-2.13
2024-06-11T16:54:15.346Z,-40.21,49.50,-151.13,-5.57,-3.07,3.63,-64.58,44.77,70.58,2.88,-0.09,-0.33
2024-06-11T16:54:15.362Z,-61.69,45.75,-139.38,-7.61,-6.53,3.52,-29.87,-4.90,76.91,0.95,-3.67,-0.33
2024-06-11T16:54:15.379Z,-65.93,48.63,-141.19,-8.93,-7.18,3.21,-5.49,-61.19,75.11,-0.35,-4.49,-0.71
2024-06-11T16:54:15.400Z,-44.83,36.57,-136.46,-4.22,-4.01,4.03,-2.31,-37.62,32.72,4.34,-1.44,-0.01
2024-06-11T16:54:15.412Z,-8.43,46.09,-171.97,-4.45,-0.63,4.24,-45.61,16.87,-14.63,4.12,1.96,0.22
2024-06-11T16:54:15.429Z,-24.95,60.28,-166.46,-6.06,-1.46,3.14,-53.31,-8.29,-36.02,2.49,1.24,-0.83
2024-06-11T16:54:15.446Z,-40.65,60.76,-159.96,-10.54,-3.84,4.48,-33.95,-14.67,-16.59,-2.02,-1.04,0.51
2024-06-11T16:54:15.462Z,-41.34,71.64,-167.63,-11.85,-2.60,2.95,-37.21,10.03,21.01,-3.33,0.25,-1.00
2024-06-11T16:54:15.479Z,-32.49,67.45,-167.43,-10.97,-2.45,3.84,-44.86,47.52,51.83,-2.40,0.36,-0.01
2024-06-11T16:54:15.495Z,-17.79,65.61,-172.11,-10.62,-1.47,4.59,-52.41,52.65,83.26,-1.95,1.23,0.89
2024-06-11T16:54:15.513Z,2.89,64.60,178.63,-10.03,0.24,4.76,-44.94,48.88,95.77,-1.21,2.72,1.26
2024-06-11T16:54:15.529Z,-15.69,70.71,-174.59,-10.28,-0.97,3.46,-13.28,13.79,79.22,-1.37,1.32,0.06
2024-06-11T16:54:15.546Z,-44.48,63.82,-161.00,-5.78,-1.99,2.03,5.44,-36.92,50.75,3.14,0.16,-1.41
2024-06-11T16:54:15.563Z,-48.76,53.99,-151.34,-5.73,-3.13,2.74,-1.20,-64.59,34.25,3.17,-1.12,-0.86
2024-06-11T16:54:15.579Z,-51.49,52.67,-149.17,-4.88,-2.91,2.32,-21.00,-55.39,12.09,3.97,-0.95,-1.42
2024-06-11T16:54:15.595Z,-41.83,62.91,-161.16,-7.53,-2.57,2.87,-33.12,-51.20,16.09,1.28,-0.60,-0.97
2024-06-11T16:54:15.612Z,-35.03,69.25,-167.73,-9.51,-2.07,2.95,-33.19,-77.10,33.52,-0.77,-0.13,-1.06
2024-06-11T16:54:15.629Z,-24.46,68.71,-170.83,-9.40,-1.52,3.33,-29.57,-85.50,33.32,-0.73,0.38,-0.85
2024-06-11T16:54:15.646Z,-19.59,61.36,-169.62,-7.88,-1.44,4.05,-26.37,-87.63,19.83,0.70,0.43,-0.30
2024-06-11T16:54:15.663Z,-32.45,58.24,-161.63,-8.96,-2.98,4.68,-18.06,-102.43,24.41,-0.51,-1.13,0.06
2024-06-11T16:54:15.679Z,-22.79,56.53,-165.63,-8.19,-2.10,4.99,-0.76,-112.56,37.51,0.14,-0.31,0.14
2024-06-11T16:54:15.696Z,-35.19,42.79,-148.10,-7.36,-4.58,6.50,22.44,-102.13,49.08,0.84,-2.92,1.39
2024-06-11T16:54:15.713Z,25.74,37.30,150.31,-5.78,3.29,6.83,-16.11,-17.96,-6.05,2.34,4.90,1.57
2024-06-11T16:54:15.729Z,6.23,50.86,174.96,-8.06,0.71,6.52,-12.27,-10.90,-8.43,0.04,2.36,1.25
2024-06-11T16:54:15.746Z,-9.92,53.05,-172.61,-8.60,-1.11,6.37,15.05,-15.84,-10.91,-0.52,0.55,1.07
2024-06-11T16:54:15.763Z,-15.57,39.92,-162.21,-5.94,-1.91,6.84,44.15,-18.66,-38.31,2.09,-0.23,1.47
2024-06-11T16:54:15.779Z,-11.93,40.25,-166.28,-5.63,-1.38,6.51,62.95,-33.24,-58.59,2.35,0.33,1.07
2024-06-11T16:54:15.796Z,-2.44,24.69,-174.72,-3.29,-0.30,7.14,74.34,-48.17,-107.26,4.60,1.47,1.59
2024-06-11T16:54:15.813Z,-9.91,21.85,-156.77,-3.15,-1.35,7.73,79.68,-37.09,-158.52,4.55,0.63,1.98
2024-06-11T16:54:15.829Z,-11.53,26.97,-158.56,-3.77,-1.48,7.26,77.56,29.69,-186.57,3.82,0.73,1.46
2024-06-11T16:54:15.846Z,-14.96,34.64,-159.50,-6.44,-2.41,9.01,112.94,74.28,-201.34,1.12,0.05,3.27
2024-06-11T16:54:15.862Z,12.04,58.49,172.71,-9.58,1.23,5.74,87.82,81.23,-187.10,-2.04,3.99,0.11
2024-06-11T16:54:15.878Z,-31.23,71.12,-169.95,-9.70,-1.72,2.84,72.24,57.99,-154.89,-2.18,1.27,-2.71
2024-06-11T16:54:15.896Z,-65.84,56.24,-148.62,-10.34,-6.31,2.83,65.88,34.25,-97.93,-2.86,-3.16,-2.68
2024-06-11T16:54:15.913Z,-90.29,46.23,-136.23,-15.53,-14.88,-0.07,-9.55,8.00,24.45,-8.06,-11.71,-5.57
2024-06-11T16:54:15.929Z,-92.14,48.64,-138.66,-14.01,-12.32,-0.46,-51.45,33.41,41.19,-6.47,-9.18,-5.90
2024-06-11T16:54:15.946Z,-89.00,61.63,-151.63,-11.75,-6.35,0.11,-122.05,57.85,56.70,-4.11,-3.18,-5.16
2024-06-11T16:54:15.962Z,-93.52,60.75,-150.80,-12.36,-6.91,-0.42,-183.87,11.76,116.47,-4.55,-3.69,-5.40
2024-06-11T16:54:15.979Z,-86.73,65.10,-155.13,-12.77,-5.92,0.34,-180.93,-70.19,178.22,-4.87,-2.76,-4.54
2024-06-11T16:54:15.996Z,-27.95,50.69,-159.01,-9.21,-3.53,6.66,-139.80,-98.71,196.29,-1.27,-0.57,1.71
2024-06-11T16:54:16.012Z,-13.72,22.11,-149.72,-3.82,-2.23,9.13,-122.78,-47.40,174.59,4.18,0.45,4.12
2024-06-11T16:54:16.029Z,-12.44,19.23,-148.31,-2.48,-1.53,6.94,-96.92,-102.97,115.47,5.52,0.97,1.86
2024-06-11T16:54:16.045Z,1.55,-13.76,6.28,1.29,0.14,5.27,-71.94,-106.60,28.42,9.19,2.61,0.01
2024-06-11T16:54:16.062Z,-3.16,20.98,-171.82,-3.31,-0.48,8.63,-39.46,-19.17,-33.23,4.46,2.12,3.24
2024-06-11T16:54:16.079Z,-5.26,33.33,-172.06,-5.33,-0.74,8.06,-28.25,15.47,-49.45,2.42,1.99,2.70
2024-06-11T16:54:16.096Z,-6.36,45.37,-173.76,-7.21,-0.79,7.08,-8.91,30.47,-36.65,0.53,2.06,1.78
2024-06-11T16:54:16.112Z,-19.00,51.83,-165.65,-10.67,-2.73,7.93,25.46,47.91,23.80,-2.86,0.13,2.73
2024-06-11T16:54:16.129Z,-27.41,56.87,-163.28,-11.77,-3.54,6.82,51.88,12.67,84.78,-3.88,-0.84,1.66
2024-06-11T16:54:16.146Z,-34.25,48.71,-153.70,-6.75,-3.34,4.90,42.18,18.12,45.98,1.21,-0.85,-0.25
2024-06-11T16:54:16.162Z,-5.19,54.25,-176.27,-5.91,-0.39,4.24,1.44,-14.88,29.61,2.08,2.00,-0.93
2024-06-11T16:54:16.179Z,-53.81,64.03,-158.54,-6.79,-2.67,1.95,-15.01,-43.03,0.47,1.15,-0.31,-3.29
2024-06-11T16:54:16.196Z,-35.20,40.50,-145.98,-6.96,-4.70,6.66,16.72,-36.83,-11.40,0.92,-2.32,1.33
2024-06-11T16:54:16.212Z,-28.55,40.30,-150.59,-7.86,-4.43,8.14,40.29,-4.89,-16.19,-0.03,-2.07,2.73
2024-06-11T16:54:16.229Z,-21.66,44.17,-159.20,-7.89,-3.00,7.55,38.70,0.50,-12.69,-0.07,-0.66,2.11
2024-06-11T16:54:16.246Z,-13.91,47.23,-167.46,-7.65,-1.70,6.87,40.45,3.19,-10.32,0.16,0.60,1.41
2024-06-11T16:54:16.262Z,-4.54,44.80,-175.44,-6.97,-0.56,6.99,42.33,21.32,-9.87,0.86,1.71,1.53
2024-06-11T16:54:16.279Z,8.47,39.25,169.79,-5.77,1.04,6.99,57.29,51.80,-30.09,2.11,3.26,1.58
2024-06-11T16:54:16.295Z,-3.34,44.09,-176.56,-5.09,-0.31,5.25,52.84,49.11,-47.69,2.84,1.91,-0.07
2024-06-11T16:54:16.312Z,-5.09,53.45,-176.24,-4.30,-0.28,3.18,37.27,27.94,-83.42,3.64,2.03,-2.09
2024-06-11T16:54:16.329Z,-13.27,52.50,-170.01,-4.45,-0.78,3.33,30.67,24.29,-95.12,3.47,1.67,-1.90
2024-06-11T16:54:16.346Z,-43.05,54.60,-154.12,-7.82,-3.80,4.06,29.03,27.98,-73.41,0.08,-1.20,-1.13
2024-06-11T16:54:16.362Z,-45.69,53.13,-151.78,-10.15,-5.45,5.32,36.01,44.21,-29.23,-2.23,-2.77,0.19
